OBJECTID,Block Group identifier,Population for poverty,Population in households under 2 times poverty,Percent Low Income,Total Population,Population Not Hispanic or Latino only,Total Minority,Percent Minority,Total Households,Households with Limited English Proficiency,Percent Households with Limited English Proficiency,Overburdened Community Criteria,Block Group - Tribal,Block Group County Subdivision,County,Municipality,Municipality Code,Split Block Group,Split Municipality,GLOBALID,Shape__Area,Shape__Length
739,3.40076E+11,1075,86,8,1075,137,938,87.25581395,264,61,23.10606061,Minority,Block Group,3400757660,CAMDEN,Pennsauken Township,427,Not a Split Block Group,Not Applicable,c7962b97-3495-459b-acd6-0d881ff40f12,3029488.859,7396.514299
740,3.40076E+11,636,194,30.50314465,636,67,569,89.46540881,251,47,18.7250996,Minority,Block Group,3400757660,CAMDEN,Pennsauken Township,427,Not a Split Block Group,Not Applicable,a90398b0-46e9-404b-99bb-ad6c17cb92fc,3078584.531,8407.305347
741,3.40076E+11,783,110,14.04853129,783,81,702,89.65517241,234,0,0,Minority,Block Group,3400757660,CAMDEN,Pennsauken Township,427,Not a Split Block Group,Not Applicable,aebde80d-3d5b-4c18-83dd-d6015a2e1734,2720767.265,7363.891476
742,3.40076E+11,988,345,34.91902834,988,161,827,83.70445344,342,23,6.7251462,Minority,Block Group,3400757660,CAMDEN,Pennsauken Township,427,Not a Split Block Group,Not Applicable,d8d755e6-d6e9-4a0b-b2e3-89717aaf86d1,3353541.544,7404.213765
743,3.40076E+11,1170,352,30.08547009,1230,121,1109,90.16260163,305,58,19.01639344,Minority,Block Group,3400757660,CAMDEN,Pennsauken Township,427,Not a Split Block Group,Not Applicable,cd4ea887-b15f-45fb-a4ec-04a766fb15b3,3272665.194,7515.786544
744,3.40076E+11,1188,519,43.68686869,1188,603,585,49.24242424,336,0,0,Low Income and Minority,Block Group,3400745510,CAMDEN,Merchantville Borough,424,Not a Split Block Group,Not Applicable,8f1b283f-eae1-4b30-af9a-3c7ed3ca0df6,4521015.271,9384.631411
745,3.40076E+11,873,366,41.92439863,873,614,259,29.66781214,463,11,2.37580994,Low Income,Block Group,3400745510,CAMDEN,Merchantville Borough,424,Not a Split Block Group,Not Applicable,dab82c57-84a7-4cf7-beab-9de70128f57e,4101947.79,8510.637232
746,3.40076E+11,1128,62,5.4964539,1128,567,561,49.73404255,426,25,5.8685446,Minority,Block Group,3400745510,CAMDEN,Merchantville Borough,424,Not a Split Block Group,Not Applicable,977b9190-f3a7-4a64-bd5a-6c857c714d94,3530513.164,8497.23541
747,3.40076E+11,1253,281,22.42617717,1390,802,588,42.30215827,532,0,0,Minority,Block Group,3400712280,CAMDEN,Cherry Hill Township,409,Not a Split Block Group,Not Applicable,85aad465-164e-43e1-95ca-e96be3d1ed8a,15075100.52,20027.18478
748,3.40076E+11,0,0,,0,0,0,,0,0,,Adjacent,Block Group,3400712280,CAMDEN,Cherry Hill Township,409,Not a Split Block Group,Not Applicable,3fc486e7-98dc-479c-8561-ddb447b6f442,7286455.665,11317.06007
749,3.40076E+11,755,387,51.25827815,755,184,571,75.62913907,248,0,0,Low Income and Minority,Block Group,3400712280,CAMDEN,Cherry Hill Township,409,Not a Split Block Group,Not Applicable,ea5a735b-a41c-456b-acae-3f5dab222728,13578540,15753.89278
750,3.40076E+11,3024,338,11.17724868,3131,1712,1419,45.32098371,964,13,1.34854772,Minority,Block Group,3400712280,CAMDEN,Cherry Hill Township,409,Not a Split Block Group,Not Applicable,11b095b0-753b-45dc-b293-8a7b2fab70bc,31619620.94,26888.62997
751,3.40076E+11,0,0,,0,0,0,,0,0,,Adjacent,Block Group,3400712280,CAMDEN,Cherry Hill Township,409,Not a Split Block Group,Not Applicable,c453572e-bc7a-4c99-8daf-6416da39e498,4244063.757,8698.022685
752,3.40076E+11,951,14,1.4721346,973,444,529,54.36793422,419,0,0,Minority,Block Group,3400712280,CAMDEN,Cherry Hill Township,409,Not a Split Block Group,Not Applicable,45a5db9b-e106-4b1b-bf61-a39b9c948d70,4731927.157,10031.4226
753,3.40076E+11,2290,531,23.18777293,2375,834,1541,64.88421053,1087,109,10.0275989,Minority,Block Group,3400712280,CAMDEN,Cherry Hill Township,409,Not a Split Block Group,Not Applicable,d1d23907-bb10-4894-9217-8c3eed2b94d8,19291846.18,26684.4788
754,3.40076E+11,1945,133,6.83804627,1945,1120,825,42.41645244,777,27,3.47490347,Minority,Block Group,3400712280,CAMDEN,Cherry Hill Township,409,Not a Split Block Group,Not Applicable,c974b66a-c583-4cfb-9e87-fb97fb0e5836,23860598.67,20466.67965
755,3.40076E+11,1400,46,3.28571429,1400,827,573,40.92857143,599,4,0.66777963,Minority,Block Group,3400712280,CAMDEN,Cherry Hill Township,409,Not a Split Block Group,Not Applicable,e0e4ac4d-2abf-40c4-b4c5-d476f1ecf252,17587556.69,21907.21686
756,3.40076E+11,1967,313,15.91255719,1978,1038,940,47.52275025,697,22,3.15638451,Minority,Block Group,3400712280,CAMDEN,Cherry Hill Township,409,Not a Split Block Group,Not Applicable,df5a3d00-fc2b-4b57-9ef0-19c06f1bd0f9,18956937.36,21836.50117
757,3.40076E+11,1216,332,27.30263158,1216,614,602,49.50657895,699,67,9.5851216,Minority,Block Group,3400712280,CAMDEN,Cherry Hill Township,409,Not a Split Block Group,Not Applicable,9ad33159-efca-48ae-85b3-4e90e6df5111,5702806.552,10691.34467
758,3.40076E+11,1524,780,51.18110236,1524,623,901,59.12073491,586,74,12.62798635,Low Income and Minority,Block Group,3400712280,CAMDEN,Cherry Hill Township,409,Not a Split Block Group,Not Applicable,ab0a3d5c-2033-4810-a2fe-850c21eeb1d3,8029549.148,15528.06069
759,3.40076E+11,1132,221,19.5229682,1143,575,568,49.69378828,552,0,0,Minority,Block Group,3400712280,CAMDEN,Cherry Hill Township,409,Not a Split Block Group,Not Applicable,0f716822-a750-4c26-a7e7-f09aa3a00a4a,6378811.896,13609.09395
760,3.40076E+11,1492,570,38.20375335,1530,269,1261,82.41830065,439,11,2.50569476,Low Income and Minority,Block Group,3400782450,CAMDEN,Woodlynne Borough,437,Not a Split Block Group,Not Applicable,506034c4-7d8e-485b-9d04-558e8102d99e,3014405.846,7806.306965
761,3.40076E+11,1364,520,38.12316716,1372,184,1188,86.58892128,397,45,11.33501259,Low Income and Minority,Block Group,3400782450,CAMDEN,Woodlynne Borough,437,Not a Split Block Group,Not Applicable,6baa749e-fa2e-4d74-8947-e0308b1da3f5,3246045.302,8443.606149
762,3.40076E+11,727,160,22.00825309,727,390,337,46.35488308,283,30,10.60070671,Minority,Block Group,3400714260,CAMDEN,Collingswood Borough,412,Not a Split Block Group,Not Applicable,782f133e-2785-4e36-a249-cba82452c62e,5152079.902,17333.43799
763,3.40076E+11,881,394,44.72190692,881,746,135,15.32349603,350,7,2,Low Income,Block Group,3400726820,CAMDEN,Gloucester City,414,Not a Split Block Group,Not Applicable,78b31092-61e0-4e14-a156-b3bc345fa0d6,7116234.473,15370.28092
764,3.40076E+11,1075,407,37.86046512,1089,581,508,46.64830119,400,10,2.5,Low Income and Minority,Block Group,3400726820,CAMDEN,Gloucester City,414,Not a Split Block Group,Not Applicable,e89022d3-cf76-4c70-9881-6466b7d73fb4,6848594.926,10990.23802
765,3.40076E+11,1025,770,75.12195122,1025,863,162,15.80487805,335,27,8.05970149,Low Income,Block Group,3400726820,CAMDEN,Gloucester City,414,Not a Split Block Group,Not Applicable,94b73edc-280d-4d10-97f2-1398dec5aa44,6127506.365,10982.42605
766,3.40076E+11,605,236,39.00826446,640,535,105,16.40625,251,0,0,Low Income,Block Group,3400726820,CAMDEN,Gloucester City,414,Not a Split Block Group,Not Applicable,f0eb8083-ddda-4c54-a8ea-53e876d035f8,7078511.226,12105.80848
767,3.40076E+11,994,441,44.36619718,994,778,216,21.73038229,425,5,1.17647059,Low Income,Block Group,3400708170,CAMDEN,Brooklawn Borough,407,Not a Split Block Group,Not Applicable,bc39c4d8-82f8-4d61-aa7d-dcd76f528900,7820431.675,14247.00065
768,3.40076E+11,1130,404,35.75221239,1179,1091,88,7.4639525,490,0,0,Low Income,Block Group,3400748750,CAMDEN,Mount Ephraim Borough,425,Not a Split Block Group,Not Applicable,757a6360-759d-4dbb-87b4-96c165085ad1,5802903.566,15631.38591
769,3.40076E+11,396,170,42.92929293,396,47,349,88.13131313,225,0,0,Low Income and Minority,Block Group,3400739420,CAMDEN,Lawnside Borough,421,Not a Split Block Group,Not Applicable,4e261c13-2afe-497d-9e84-29c6722da00b,9619374.875,15420.18676
770,3.40076E+11,1113,229,20.57502246,1141,44,1097,96.14373357,517,0,0,Minority,Block Group,3400739420,CAMDEN,Lawnside Borough,421,Not a Split Block Group,Not Applicable,91e7ef02-78b3-4a1f-9e6f-3c6431f5dd47,15655904,20361.13352
771,3.40076E+11,1434,208,14.50488145,1443,81,1362,94.38669439,463,16,3.45572354,Minority,Block Group,3400739420,CAMDEN,Lawnside Borough,421,Not a Split Block Group,Not Applicable,8a74d987-f3d9-4226-a19f-139e380e0e52,14597208.68,20557.46839
772,3.40076E+11,734,275,37.46594005,734,508,226,30.79019074,240,0,0,Low Income,Block Group,3400765160,CAMDEN,Runnemede Borough,430,Not a Split Block Group,Not Applicable,e8544bd8-0edd-4814-ba71-f73b7914e182,3628327.745,13038.07758
773,3.40076E+11,667,373,55.92203898,667,240,427,64.017991,221,0,0,Low Income and Minority,Block Group,3400742630,CAMDEN,Magnolia Borough,423,Not a Split Block Group,Not Applicable,c879427e-27b1-421e-aee4-b4bbbcd4f597,6575743.353,11601.21508
774,3.40076E+11,2029,362,17.84130113,2029,1182,847,41.74470182,679,37,5.44918999,Minority,Block Group,3400742630,CAMDEN,Magnolia Borough,423,Not a Split Block Group,Not Applicable,117c51a8-9a35-4605-8eec-ef91fd7ab0ee,10307347.15,18280.39545
775,3.40076E+11,908,344,37.88546256,908,473,435,47.90748899,355,0,0,Low Income and Minority,Block Group,3400768340,CAMDEN,Somerdale Borough,431,Not a Split Block Group,Not Applicable,0cc9c487-b413-46b8-afb1-a82abc386903,6983171.75,11842.54349
776,3.40076E+11,1147,198,17.26242371,1147,518,629,54.83870968,440,0,0,Minority,Block Group,3400768340,CAMDEN,Somerdale Borough,431,Not a Split Block Group,Not Applicable,13961fa4-e856-42a2-a38f-1b27a308120b,11977782.27,21269.62518
777,3.40076E+11,1715,417,24.3148688,1715,803,912,53.17784257,614,5,0.81433225,Minority,Block Group,3400768340,CAMDEN,Somerdale Borough,431,Not a Split Block Group,Not Applicable,34255f85-f0ba-4db4-b940-103274b84830,9577249.13,15736.70695
778,3.40076E+11,0,0,,0,0,0,,0,0,,Adjacent,Block Group,3400776220,CAMDEN,Voorhees Township,434,Not a Split Block Group,Not Applicable,9234ab4c-a591-40be-aa50-5f21c20defb0,8200963.304,11891.58747
779,3.40076E+11,2108,356,16.88804554,2210,982,1228,55.56561086,707,0,0,Minority,Block Group,3400776220,CAMDEN,Voorhees Township,434,Not a Split Block Group,Not Applicable,43631903-ef75-48ab-9307-bd7a1e9cbbff,25230767.32,27766.08267
780,3.40076E+11,939,143,15.22896699,1145,625,520,45.41484716,419,14,3.34128878,Minority,Block Group,3400776220,CAMDEN,Voorhees Township,434,Not a Split Block Group,Not Applicable,13e435f5-54cb-4a43-8a6a-4bccb453a72e,14303950.07,20178.03843
781,3.40076E+11,1302,244,18.74039939,1302,572,730,56.06758833,494,65,13.15789474,Minority,Block Group,3400776220,CAMDEN,Voorhees Township,434,Not a Split Block Group,Not Applicable,7bd28dc3-a700-4e38-b9e2-cb719a03a98c,6231828.158,15498.83317
782,3.40076E+11,2074,503,24.25265188,2074,572,1502,72.42044359,926,15,1.61987041,Minority,Block Group,3400776220,CAMDEN,Voorhees Township,434,Not a Split Block Group,Not Applicable,d75397f4-59e7-4ce0-acb2-dbb7d236cc2a,3519517.398,7599.806147
783,3.40076E+11,1278,676,52.89514867,1278,736,542,42.41001565,845,106,12.5443787,Low Income and Minority,Block Group,3400776220,CAMDEN,Voorhees Township,434,Not a Split Block Group,Not Applicable,a45d877c-d0d5-483f-b962-424edaf3f97c,9855233.801,20512.66016
784,3.40076E+11,2205,512,23.21995465,2225,942,1283,57.66292135,773,136,17.59379043,Minority,Block Group,3400776220,CAMDEN,Voorhees Township,434,Not a Split Block Group,Not Applicable,5c42f766-b6c1-4498-aba6-5bf4d76f9193,17073536.18,17502.34263
785,3.40076E+11,1830,274,14.9726776,1830,275,1555,84.9726776,775,86,11.09677419,Minority,Block Group,3400776220,CAMDEN,Voorhees Township,434,Not a Split Block Group,Not Applicable,990b02fa-799c-4ef1-ad30-d5fc6b9ce7d6,1467799.91,5586.866387
786,3.40076E+11,1305,386,29.57854406,1305,273,1032,79.08045977,514,83,16.14785992,Minority,Block Group,3400740440,CAMDEN,Lindenwold Borough,422,Not a Split Block Group,Not Applicable,4f04a340-5c38-4337-bd99-393c88ce44ff,17374511.24,20490.90628
787,3.40076E+11,1590,1058,66.5408805,1590,118,1472,92.57861635,797,264,33.12421581,Low Income and Minority,Block Group,3400740440,CAMDEN,Lindenwold Borough,422,Not a Split Block Group,Not Applicable,922f65ac-89e1-466f-a855-f9fe864baa6d,3996004.311,10996.10085
788,3.40076E+11,1011,363,35.90504451,1011,373,638,63.10583581,373,0,0,Low Income and Minority,Block Group,3400740440,CAMDEN,Lindenwold Borough,422,Not a Split Block Group,Not Applicable,4edb8019-5690-44a8-aed8-26e8fa961a29,11734160.22,17230.0456
789,3.40076E+11,3312,2267,68.44806763,3312,913,2399,72.43357488,1304,80,6.13496933,Low Income and Minority,Block Group,3400740440,CAMDEN,Lindenwold Borough,422,Not a Split Block Group,Not Applicable,a98ceea6-6ab7-4bb7-a2bd-7cda50248b9e,2832276.545,9140.626254
790,3.40076E+11,602,275,45.68106312,602,181,421,69.93355482,190,0,0,Low Income and Minority,Block Group,3400740440,CAMDEN,Lindenwold Borough,422,Not a Split Block Group,Not Applicable,588c204f-3090-4e3c-b367-16cc105b67fe,5532362.421,12896.50319
791,3.40076E+11,1856,485,26.13146552,1856,688,1168,62.93103448,765,66,8.62745098,Minority,Block Group,3400740440,CAMDEN,Lindenwold Borough,422,Not a Split Block Group,Not Applicable,af0926fd-e678-400c-9387-801683378b3f,16894620.34,23063.07044
792,3.40076E+11,782,340,43.47826087,782,395,387,49.48849105,340,0,0,Low Income and Minority,Block Group,3400740440,CAMDEN,Lindenwold Borough,422,Not a Split Block Group,Not Applicable,b10db71e-b3df-4677-8362-1b2b8e748c9b,5020042.265,9818.089135
793,3.40076E+11,1477,464,31.41503047,1477,564,913,61.81448883,715,41,5.73426573,Minority,Block Group,3400740440,CAMDEN,Lindenwold Borough,422,Not a Split Block Group,Not Applicable,e741ff3e-292b-4dc9-aa9f-5c3312d7d0ea,6792398.494,11200.15927
794,3.40076E+11,1091,32,2.93308891,1091,601,490,44.91292392,399,10,2.50626566,Minority,Block Group,3400740440,CAMDEN,Lindenwold Borough,422,Not a Split Block Group,Not Applicable,e4490aea-9597-4b04-90e2-fa518ce09782,5361406.839,10027.15922
795,3.40076E+11,2260,965,42.69911504,2260,631,1629,72.07964602,1459,0,0,Low Income and Minority,Block Group,3400740440,CAMDEN,Lindenwold Borough,422,Not a Split Block Group,Not Applicable,8cf5b7dc-615f-4775-84e3-b925e2026ab9,2886309.886,8683.518439
796,3.40076E+11,625,190,30.4,625,308,317,50.72,384,0,0,Minority,Block Group,3400740440,CAMDEN,Lindenwold Borough,422,Not a Split Block Group,Not Applicable,5bbc3e6d-c901-4fdf-a9e2-f00e08080ab7,7328568.091,13151.66806
797,3.40076E+11,1182,184,15.56683587,1204,177,1027,85.29900332,468,0,0,Minority,Block Group,3400740440,CAMDEN,Lindenwold Borough,422,Not a Split Block Group,Not Applicable,7798087c-527a-4255-8ff2-75e8c371384b,5977164.98,11008.25705
798,3.40076E+11,1395,826,59.21146953,1395,156,1239,88.8172043,748,110,14.70588235,Low Income and Minority,Block Group,3400740440,CAMDEN,Lindenwold Borough,422,Not a Split Block Group,Not Applicable,90634568-a15f-4645-9899-a96c21bc483e,3791870.25,9537.404924
799,3.40076E+11,1232,554,44.96753247,1232,711,521,42.28896104,401,10,2.49376559,Low Income and Minority,Block Group,3400740440,CAMDEN,Lindenwold Borough,422,Not a Split Block Group,Not Applicable,e02032b8-4a24-47f0-ae7b-b34c6e9debb3,7947577.581,17444.58739
800,3.40076E+11,1306,428,32.77182236,1306,728,578,44.25727412,515,25,4.85436893,Minority,Block Group,3400740440,CAMDEN,Lindenwold Borough,422,Not a Split Block Group,Not Applicable,237a56e5-3b5b-4e80-8e27-6c7f39af6bed,6464151.299,15345.85161
801,3.40076E+11,1312,503,38.33841463,1329,727,602,45.29721595,628,98,15.60509554,Low Income and Minority,Block Group,3400771220,CAMDEN,Stratford Borough,432,Not a Split Block Group,Not Applicable,298744f5-367a-4b5f-8b33-361a2f4e9f75,8789547.618,13451.55499
802,3.40076E+11,779,198,25.41720154,779,334,445,57.12451861,231,0,0,Minority,Block Group,3400726760,CAMDEN,Gloucester Township,415,Not a Split Block Group,Not Applicable,b542b011-560d-4d5b-bf53-2a531ffaf834,6987785.983,12343.1166
803,3.40076E+11,2549,1499,58.80737544,2557,1182,1375,53.77395385,1181,66,5.58848434,Low Income and Minority,Block Group,3400726760,CAMDEN,Gloucester Township,415,Not a Split Block Group,Not Applicable,e406250b-6b8e-4fe0-b5d3-14f87d6063d0,40640784.35,27355.61425
804,3.40076E+11,1821,146,8.01757276,1821,1089,732,40.19769357,688,43,6.25,Minority,Block Group,3400726760,CAMDEN,Gloucester Township,415,Not a Split Block Group,Not Applicable,e80b3327-5e06-4240-90f4-86d55ce27be2,32674477.79,27978.86526
805,3.40076E+11,1679,207,12.32876712,1679,427,1252,74.56819535,707,0,0,Minority,Block Group,3400726760,CAMDEN,Gloucester Township,415,Not a Split Block Group,Not Applicable,2d304e74-02c4-4bbb-97ae-5bbd4a0d3d5a,3736939.946,9684.731936
806,3.40076E+11,1937,174,8.98296335,1937,1144,793,40.93959732,822,0,0,Minority,Block Group,3400726760,CAMDEN,Gloucester Township,415,Not a Split Block Group,Not Applicable,36e26c56-a66f-42de-9504-10551e324d63,27643791.3,31107.42831
807,3.40076E+11,1642,578,35.20097442,1642,1187,455,27.71010962,472,0,0,Low Income,Block Group,3400726760,CAMDEN,Gloucester Township,415,Not a Split Block Group,Not Applicable,37a59247-a003-4c96-8364-5e23463c54bd,16521608.38,21283.92622
808,3.40076E+11,822,324,39.41605839,875,580,295,33.71428571,270,0,0,Low Income,Block Group,3400726760,CAMDEN,Gloucester Township,415,Not a Split Block Group,Not Applicable,41f55261-1a8d-4e0f-935d-211bcad0d810,4403450.013,10240.55403
809,3.40076E+11,2927,130,4.44140758,2927,1454,1473,50.3245644,741,0,0,Minority,Block Group,3400726760,CAMDEN,Gloucester Township,415,Not a Split Block Group,Not Applicable,87f33e53-06ea-4717-8dd2-9e1f21cc8e20,26963482.94,25737.11338
810,3.40076E+11,1506,358,23.77158035,1506,619,887,58.89774236,491,0,0,Minority,Block Group,3400726760,CAMDEN,Gloucester Township,415,Not a Split Block Group,Not Applicable,4d6f5f85-694e-417f-9a72-6d4b084790d6,9181781.92,14539.57238
811,3.40076E+11,1236,0,0,1236,710,526,42.5566343,292,0,0,Minority,Block Group,3400726760,CAMDEN,Gloucester Township,415,Not a Split Block Group,Not Applicable,b860517c-4682-45fc-a5be-6d35deff8ad0,19728368.15,18846.49551
812,3.40076E+11,1595,349,21.88087774,1595,691,904,56.67711599,533,0,0,Minority,Block Group,3400726760,CAMDEN,Gloucester Township,415,Not a Split Block Group,Not Applicable,68f5d449-654e-47e2-8371-4269609c2bd1,14692588.02,25940.35023
813,3.40076E+11,1604,509,31.73316708,1744,781,963,55.21788991,629,25,3.9745628,Minority,Block Group,3400726760,CAMDEN,Gloucester Township,415,Not a Split Block Group,Not Applicable,e852855a-d0e2-4590-852e-e706d0230eca,17232441.01,28108.60623
814,3.40076E+11,3030,835,27.55775578,3039,1571,1468,48.30536361,1127,0,0,Minority,Block Group,3400726760,CAMDEN,Gloucester Township,415,Not a Split Block Group,Not Applicable,56a7f810-f402-4306-b3cc-4c6e84813091,29789278.08,29014.43908
815,3.40076E+11,1159,219,18.89559965,1181,450,731,61.89669771,562,0,0,Minority,Block Group,3400758770,CAMDEN,Pine Hill Borough,428,Not a Split Block Group,Not Applicable,ef3b6c43-7fad-40d9-b144-19a7018fe784,12969084.56,21336.2313
816,3.40076E+11,1440,257,17.84722222,1440,601,839,58.26388889,600,13,2.16666667,Minority,Block Group,3400758770,CAMDEN,Pine Hill Borough,428,Not a Split Block Group,Not Applicable,e8d99c12-af83-435d-9084-07ac45f8cd0f,13835862.52,17836.21624
817,3.40076E+11,1185,926,78.14345992,1185,265,920,77.6371308,686,0,0,Low Income and Minority,Block Group,3400758770,CAMDEN,Pine Hill Borough,428,Not a Split Block Group,Not Applicable,78351637-dbae-4cb5-9acb-4a252a441bb5,2957289.8,7723.741024
818,3.40076E+11,1133,168,14.82789056,1133,396,737,65.04854369,541,0,0,Minority,Block Group,3400758770,CAMDEN,Pine Hill Borough,428,Not a Split Block Group,Not Applicable,3a353f4f-cf65-4dee-9a00-c43b96c9ed0a,16934297.94,22788.26137
819,3.40076E+11,1336,466,34.88023952,1336,791,545,40.79341317,660,0,0,Minority,Block Group,3400713420,CAMDEN,Clementon Borough,411,Not a Split Block Group,Not Applicable,e28c6e02-39d4-4d85-8700-d1bb15812e95,11662833.21,16331.25329
820,3.40076E+11,2108,407,19.30740038,2118,1140,978,46.17563739,1061,44,4.1470311,Minority,Block Group,3400713420,CAMDEN,Clementon Borough,411,Not a Split Block Group,Not Applicable,93aaadd7-9a8b-4b62-a0c2-771a0f4b1a96,11929572.27,17343.74415
821,3.40076E+11,744,134,18.01075269,744,407,337,45.29569892,250,15,6,Minority,Block Group,3400705470,CAMDEN,Berlin Township,406,Not a Split Block Group,Not Applicable,8fdf5455-c3c6-459a-b571-24c8b3cc6c76,5669207.841,10384.97019
822,3.40076E+11,1751,227,12.96402056,1751,950,801,45.74528841,555,0,0,Minority,Block Group,3400777630,CAMDEN,Waterford Township,435,Not a Split Block Group,Not Applicable,ae38b119-f396-4684-826d-7c70d7cd3239,25219615.01,21289.26563
823,3.40076E+11,0,0,,0,0,0,,0,0,,Adjacent,Block Group,3400777630,CAMDEN,Waterford Township,435,Not a Split Block Group,Not Applicable,1e5b6081-54e2-442e-85c5-d22cdc9f8536,244757724.8,85490.52721
824,3.40076E+11,572,102,17.83216783,572,146,426,74.47552448,218,0,0,Minority,Block Group,3400712550,CAMDEN,Chesilhurst Borough,410,Not a Split Block Group,Not Applicable,e3cd182f-db7d-4584-abf9-106e0d1c24b0,22713000.34,22831.93549
825,3.40076E+11,849,218,25.67726737,849,351,498,58.65724382,278,0,0,Minority,Block Group,3400712550,CAMDEN,Chesilhurst Borough,410,Not a Split Block Group,Not Applicable,09e16860-03bb-489f-bdb7-174aacb2138a,25143724.22,23673.74489
826,3.40076E+11,1557,145,9.31278099,1557,527,1030,66.15285806,472,0,0,Minority,Block Group,3400781740,CAMDEN,Winslow Township,436,Not a Split Block Group,Not Applicable,d50b19c8-b041-4e87-be6b-2806b2c0ff54,91585712.82,49451.06619
827,3.40076E+11,1484,114,7.6819407,1484,612,872,58.76010782,560,6,1.07142857,Minority,Block Group,3400781740,CAMDEN,Winslow Township,436,Not a Split Block Group,Not Applicable,e5e0bf73-c20e-4ec1-950c-2eba8b37d28b,15062432.64,23785.62178
828,3.40076E+11,1950,1002,51.38461538,1960,1177,783,39.94897959,777,28,3.6036036,Low Income,Block Group,3400781740,CAMDEN,Winslow Township,436,Not a Split Block Group,Not Applicable,b9e1f8ac-adb2-4d80-9b73-ce762db834ae,14634790.96,22078.12562
829,3.40076E+11,1734,164,9.45790081,1734,1019,715,41.23414072,675,46,6.81481481,Minority,Block Group,3400781740,CAMDEN,Winslow Township,436,Not a Split Block Group,Not Applicable,0c9af264-0235-414b-9928-bbbc12c77645,19176669.8,18359.42155
830,3.40076E+11,1766,589,33.35220838,1775,427,1348,75.94366197,663,0,0,Minority,Block Group,3400781740,CAMDEN,Winslow Township,436,Not a Split Block Group,Not Applicable,118239f9-ab2f-4078-8f3d-73cdcc6c98ef,16437153.91,17885.23678
831,3.40076E+11,1057,642,60.73793756,1057,82,975,92.24219489,408,9,2.20588235,Low Income and Minority,Block Group,3400781740,CAMDEN,Winslow Township,436,Not a Split Block Group,Not Applicable,4f63c01e-b43f-49a3-af70-2ed95b7a03b0,7384577.943,12822.83213
832,3.40076E+11,2296,181,7.88327526,2296,229,2067,90.0261324,742,0,0,Minority,Block Group,3400781740,CAMDEN,Winslow Township,436,Not a Split Block Group,Not Applicable,849d0c3c-97aa-48a0-9614-dc73f712e6a5,13859621.39,19047.80424
833,3.40076E+11,1630,229,14.04907975,1630,470,1160,71.16564417,627,25,3.98724083,Minority,Block Group,3400781740,CAMDEN,Winslow Township,436,Not a Split Block Group,Not Applicable,7201c494-a26a-4e40-a974-c499cec76a42,19272487.09,22132.12791
834,3.40076E+11,1186,454,38.27993255,1186,72,1114,93.92917369,376,0,0,Low Income and Minority,Block Group,3400781740,CAMDEN,Winslow Township,436,Not a Split Block Group,Not Applicable,8641660a-9adc-41f4-b6ab-b83351876844,4813514.148,13608.32437
835,3.40076E+11,1477,580,39.26878808,1495,81,1414,94.5819398,322,0,0,Low Income and Minority,Block Group,3400781740,CAMDEN,Winslow Township,436,Not a Split Block Group,Not Applicable,326eb108-f382-458b-ac32-b61691222e78,12958278.21,24263.71093
836,3.40076E+11,1186,920,77.57166948,1186,310,876,73.86172007,315,20,6.34920635,Low Income and Minority,Block Group,3400781740,CAMDEN,Winslow Township,436,Not a Split Block Group,Not Applicable,50fc4f66-3a24-408c-8be1-7bcfeb295ea3,88332038.43,43566.01427
837,3.40076E+11,1476,159,10.77235772,1476,802,674,45.66395664,559,0,0,Minority,Block Group,3400781740,CAMDEN,Winslow Township,436,Not a Split Block Group,Not Applicable,6d73402b-de9e-4cc1-b3da-6e298b0bec14,70911124.55,41806.06436
838,3.40076E+11,0,0,,0,0,0,,0,0,,Adjacent,Block Group,3400781740,CAMDEN,Winslow Township,436,Not a Split Block Group,Not Applicable,080f3249-ef5b-4cf5-a6fa-9bc809ebd7b0,105196237.7,77216.24249
839,3.40076E+11,1392,326,23.41954023,1413,789,624,44.16135881,495,0,0,Minority,Block Group,3400781740,CAMDEN,Winslow Township,436,Not a Split Block Group,Not Applicable,deab016c-0f23-4c83-94e8-34670b501ff8,36788212.57,27437.02548
840,3.40076E+11,2428,311,12.80889621,2491,1217,1274,51.14411883,830,34,4.09638554,Minority,Block Group,3400781740,CAMDEN,Winslow Township,436,Not a Split Block Group,Not Applicable,92b8fe17-1fde-4621-89a5-15c5caa5fc34,25196100.21,24585.45012
841,3.40076E+11,2416,393,16.26655629,2416,1346,1070,44.28807947,882,0,0,Minority,Block Group,3400781740,CAMDEN,Winslow Township,436,Not a Split Block Group,Not Applicable,dcdef8a0-2b31-468a-943d-3100a023ddc1,33554616.27,32858.06008
842,3.40076E+11,2466,778,31.54906732,2466,626,1840,74.61476075,856,0,0,Minority,Block Group,3400781740,CAMDEN,Winslow Township,436,Not a Split Block Group,Not Applicable,559338e8-8066-4a55-bd86-e68e5a516cc6,17901973.66,24265.79796
843,3.40076E+11,1032,477,46.22093023,1577,672,905,57.38744451,647,9,1.39103555,Low Income and Minority,Block Group,3400710000,CAMDEN,Camden City,408,Not a Split Block Group,Not Applicable,d28dea75-1e20-4a7c-a676-9a8f2f4bf100,3662545.785,9177.662211
